county,race,party,candidate,votes
St. Louis,State Representative - District 100,Democratic,Helena Webb,"4,677"
St. Louis,State Representative - District 101,Republican,Bruce DeGroot,"3,897"
St. Louis,State Representative - District 101,Democratic,Genevieve Steidtmann,"3,181"
St. Louis,State Representative - District 110,Republican,Dottie Bailey,"2,311"
St. Louis,State Representative - District 110,Republican,Matt Doell,"1,498"
St. Louis,State Representative - District 110,Democratic,Cody Kelley,"2,360"
St. Louis City,U.S. Senator,Republican,Tony Monetti,680
St. Louis City,U.S. Senator,Republican,Austin Petersen,560
St. Louis City,U.S. Senator,Republican,Josh Hawley,"3,369"
St. Louis City,U.S. Senator,Republican,Fred Ryman,61
St. Louis City,U.S. Senator,Republican,Christina Smith,239
St. Louis City,U.S. Senator,Republican,Kristi Nichols,244
St. Louis City,U.S. Senator,Republican,Bradley Krembs,39
St. Louis City,U.S. Senator,Republican,Ken Patterson,87
St. Louis City,U.S. Senator,Republican,Brian G. Hagg,50
St. Louis City,U.S. Senator,Republican,Courtland Sykes,127
St. Louis City,U.S. Senator,Republican,Peter Pfeifer,161
St. Louis City,U.S. Senator,Democratic,Carla (Coffee) Wright,"6,833"
St. Louis City,U.S. Senator,Democratic,Angelica Earl,"1,322"
St. Louis City,U.S. Senator,Democratic,Leonard Joseph Steinman II,451
St. Louis City,U.S. Senator,Democratic,John Hogan,901
St. Louis City,U.S. Senator,Democratic,Travis Gonzalez,704
St. Louis City,U.S. Senator,Democratic,David Faust,929
St. Louis City,U.S. Senator,Democratic,Claire McCaskill,"47,380"
St. Louis City,U.S. Senator,Libertarian,Japheth Campbell,141
St. Louis City,U.S. Senator,Green,Jo Crain,34
St. Louis City,U.S. Senator,Green,Jerome Bauer,28
St. Louis City,State Auditor,Republican,Kevin M. Roach,"1,334"
St. Louis City,State Auditor,Republican,David Wasinger,"1,749"
St. Louis City,State Auditor,Republican,Paul Curtman,749
St. Louis City,State Auditor,Republican,Saundra McDowell,"1,169"
St. Louis City,State Auditor,Democratic,Nicole Galloway,"49,443"
St. Louis City,State Auditor,Libertarian,Sean O'Toole,141
St. Louis City,State Auditor,Green,Don Fitz,55
St. Louis City,State Auditor,Constitution,Jacob Luetkemeyer,9
St. Louis City,U.S. Representative - District 1,Republican,Camille Lombardi-Olive,"1,756"
St. Louis City,U.S. Representative - District 1,Republican,Robert Vroman,"1,667"
St. Louis City,U.S. Representative - District 1,Republican,Edward L Van Deventer Jr,"1,407"
St. Louis City,U.S. Representative - District 1,Democratic,Cori Bush,"24,843"
St. Louis City,U.S. Representative - District 1,Democratic,DeMarco K. Davidson,"1,470"
St. Louis City,U.S. Representative - District 1,Democratic,Joshua Shipp,"1,995"
St. Louis City,U.S. Representative - District 1,Democratic,Lacy Clay,"29,600"
St. Louis City,U.S. Representative - District 1,Libertarian,Robb Cunningham,138
St. Louis City,State Senator - District 4,Republican,Robert J. Crump,"3,141"
St. Louis City,State Senator - District 4,Democratic,Karla May,"16,737"
St. Louis City,State Senator - District 4,Democratic,Jacob W. Hummel,"11,595"
St. Louis City,State Representative - District 66,Democratic,Khalil Abdul Mumin,171
St. Louis City,State Representative - District 66,Democratic,"Tommie Pierson, Jr.",420
St. Louis City,State Representative - District 76,Democratic,Cydney E. Johnson,204
St. Louis City,State Representative - District 76,Democratic,Damon Haymer,213
St. Louis City,State Representative - District 76,Democratic,Marissa Brown,"2,530"
St. Louis City,State Representative - District 76,Democratic,Chris Carter,"3,347"
St. Louis City,State Representative - District 77,Democratic,Steve Roberts,"3,202"
St. Louis City,State Representative - District 77,Democratic,Kimberly-Ann Collins,"2,840"
St. Louis City,State Representative - District 78,Democratic,Bruce Franks Jr.,"4,730"
St. Louis City,State Representative - District 79,Democratic,LaKeySha Bosley,"3,385"
St. Louis City,State Representative - District 79,Democratic,J.P. Johnson,"2,043"
St. Louis City,State Representative - District 79,Democratic,Reign Harris,440
St. Louis City,State Representative - District 79,Democratic,Maxine Johnson,872
St. Louis City,State Representative - District 79,Libertarian,Dan Elder,12
St. Louis City,State Representative - District 80,Democratic,Peter Merideth,"6,258"
St. Louis City,State Representative - District 80,Democratic,Mariah Vandiver,"1,629"
St. Louis City,State Representative - District 81,Democratic,Steve Butz,"2,899"
St. Louis City,State Representative - District 81,Democratic,Travis Estes,"2,809"
St. Louis City,State Representative - District 82,Republican,Erik Shelquist,"1,365"
St. Louis City,State Representative - District 82,Democratic,Donna M.C. Baringer,"6,090"
St. Louis City,State Representative - District 82,Democratic,Fred Kratky,"2,171"
St. Louis City,State Representative - District 83,Democratic,Gina Mitten,"2,160"
St. Louis City,State Representative - District 83,Libertarian,Andrew Bolin,12
St. Louis City,State Representative - District 84,Democratic,Wiley Price IV,"3,710"
St. Louis City,State Representative - District 84,Democratic,Brad Bakker,"2,903"
St. Louis City,State Representative - District 91,Republican,Jennifer Bird,57
St. Louis City,State Representative - District 91,Democratic,Sarah Unsicker,197
St. Louis City,State Representative - District 91,Libertarian,James Scariot,0
St. Louis City,State Representative - District 93,Democratic,Bob Burns,766
Ste. Genevieve,U.S. Senator,Republican,Tony Monetti,148
Ste. Genevieve,U.S. Senator,Republican,Austin Petersen,142
Ste. Genevieve,U.S. Senator,Republican,Josh Hawley,802
Ste. Genevieve,U.S. Senator,Republican,Fred Ryman,18
Ste. Genevieve,U.S. Senator,Republican,Christina Smith,93
Ste. Genevieve,U.S. Senator,Republican,Kristi Nichols,108
Ste. Genevieve,U.S. Senator,Republican,Bradley Krembs,14
Ste. Genevieve,U.S. Senator,Republican,Ken Patterson,67
Ste. Genevieve,U.S. Senator,Republican,Brian G. Hagg,19
Ste. Genevieve,U.S. Senator,Republican,Courtland Sykes,18
Ste. Genevieve,U.S. Senator,Republican,Peter Pfeifer,45
Ste. Genevieve,U.S. Senator,Democratic,Carla (Coffee) Wright,221
Ste. Genevieve,U.S. Senator,Democratic,Angelica Earl,64
Ste. Genevieve,U.S. Senator,Democratic,Leonard Joseph Steinman II,77
Ste. Genevieve,U.S. Senator,Democratic,John Hogan,174
Ste. Genevieve,U.S. Senator,Democratic,Travis Gonzalez,45
Ste. Genevieve,U.S. Senator,Democratic,David Faust,190
Ste. Genevieve,U.S. Senator,Democratic,Claire McCaskill,"2,233"
Ste. Genevieve,U.S. Senator,Libertarian,Japheth Campbell,6
Ste. Genevieve,U.S. Senator,Green,Jo Crain,0
Ste. Genevieve,U.S. Senator,Green,Jerome Bauer,0
Ste. Genevieve,State Auditor,Republican,Kevin M. Roach,357
Ste. Genevieve,State Auditor,Republican,David Wasinger,341
Ste. Genevieve,State Auditor,Republican,Paul Curtman,192
Ste. Genevieve,State Auditor,Republican,Saundra McDowell,424
Ste. Genevieve,State Auditor,Democratic,Nicole Galloway,"2,307"
Ste. Genevieve,State Auditor,Libertarian,Sean O'Toole,6
Ste. Genevieve,State Auditor,Green,Don Fitz,0
Ste. Genevieve,State Auditor,Constitution,Jacob Luetkemeyer,0
Ste. Genevieve,U.S. Representative - District 8,Republican,Jason Smith,"1,319"
Ste. Genevieve,U.S. Representative - District 8,Democratic,Kathy Ellis,"2,315"
Ste. Genevieve,U.S. Representative - District 8,Libertarian,Jonathan L. Shell,6
Ste. Genevieve,State Representative - District 115,Republican,Elaine Freeman Gannon,159
Ste. Genevieve,State Representative - District 115,Republican,Marvin Fricke,66
Ste. Genevieve,State Representative - District 116,Republican,Dale L. Wright,"1,039"
Ste. Genevieve,State Representative - District 116,Democratic,Bill Kraemer,"2,100"
Ste. Genevieve,Circuit Judge - Circuit 24 Division 1,Republican,Jerel Lee Poor II,"1,150"
Ste. Genevieve,Circuit Judge - Circuit 24 Division 1,Democratic,Sandy Martinez,"2,348"
Ste. Genevieve,Circuit Judge - Circuit 24 Division 2,Democratic,Wendy Wexler Horn,"2,276"
Stoddard,U.S. Senator,Republican,Tony Monetti,442
Stoddard,U.S. Senator,Republican,Austin Petersen,231
Stoddard,U.S. Senator,Republican,Josh Hawley,"2,687"
Stoddard,U.S. Senator,Republican,Fred Ryman,63
Stoddard,U.S. Senator,Republican,Christina Smith,188
Stoddard,U.S. Senator,Republican,Kristi Nichols,297
Stoddard,U.S. Senator,Republican,Bradley Krembs,24
Stoddard,U.S. Senator,Republican,Ken Patterson,142
Stoddard,U.S. Senator,Republican,Brian G. Hagg,35
Stoddard,U.S. Senator,Republican,Courtland Sykes,52
Stoddard,U.S. Senator,Republican,Peter Pfeifer,155
Stoddard,U.S. Senator,Democratic,Carla (Coffee) Wright,102
Stoddard,U.S. Senator,Democratic,Angelica Earl,19
Stoddard,U.S. Senator,Democratic,Leonard Joseph Steinman II,13
Stoddard,U.S. Senator,Democratic,John Hogan,34
Stoddard,U.S. Senator,Democratic,Travis Gonzalez,9
Stoddard,U.S. Senator,Democratic,David Faust,32
Stoddard,U.S. Senator,Democratic,Claire McCaskill,861
Stoddard,U.S. Senator,Libertarian,Japheth Campbell,7
Stoddard,U.S. Senator,Green,Jo Crain,2
Stoddard,U.S. Senator,Green,Jerome Bauer,0
Stoddard,State Auditor,Republican,Kevin M. Roach,"1,158"
Stoddard,State Auditor,Republican,David Wasinger,690
Stoddard,State Auditor,Republican,Paul Curtman,609
Stoddard,State Auditor,Republican,Saundra McDowell,"1,331"
Stoddard,State Auditor,Democratic,Nicole Galloway,887
Stoddard,State Auditor,Libertarian,Sean O'Toole,7
Stoddard,State Auditor,Green,Don Fitz,1
Stoddard,State Auditor,Constitution,Jacob Luetkemeyer,3
Stoddard,U.S. Representative - District 8,Republican,Jason Smith,"4,075"
Stoddard,U.S. Representative - District 8,Democratic,Kathy Ellis,911
Stoddard,U.S. Representative - District 8,Libertarian,Jonathan L. Shell,6
Stoddard,State Representative - District 151,Republican,Herman Morse,"4,071"
Stoddard,State Representative - District 151,Democratic,J. T. (Jerry) Howard,917
Stoddard,State Representative - District 151,Libertarian,Rick Vandeven,6
Stoddard,Circuit Judge - Circuit 35,Republican,Robert (Rob) Mayer,"4,151"
Stone,U.S. Senator,Republican,Tony Monetti,466
Stone,U.S. Senator,Republican,Austin Petersen,326
Stone,U.S. Senator,Republican,Josh Hawley,"3,304"
Stone,U.S. Senator,Republican,Fred Ryman,58
Stone,U.S. Senator,Republican,Christina Smith,219
Stone,U.S. Senator,Republican,Kristi Nichols,478
Stone,U.S. Senator,Republican,Bradley Krembs,38
Stone,U.S. Senator,Republican,Ken Patterson,129
Stone,U.S. Senator,Republican,Brian G. Hagg,29
Stone,U.S. Senator,Republican,Courtland Sykes,105
Stone,U.S. Senator,Republican,Peter Pfeifer,110
Stone,U.S. Senator,Democratic,Carla (Coffee) Wright,40
Stone,U.S. Senator,Democratic,Angelica Earl,33
Stone,U.S. Senator,Democratic,Leonard Joseph Steinman II,9
Stone,U.S. Senator,Democratic,John Hogan,32
Stone,U.S. Senator,Democratic,Travis Gonzalez,12
Stone,U.S. Senator,Democratic,David Faust,13
Stone,U.S. Senator,Democratic,Claire McCaskill,973
Stone,U.S. Senator,Libertarian,Japheth Campbell,20
Stone,U.S. Senator,Green,Jo Crain,0
Stone,U.S. Senator,Green,Jerome Bauer,3
Stone,State Auditor,Republican,Kevin M. Roach,"1,047"
Stone,State Auditor,Republican,David Wasinger,"1,568"
Stone,State Auditor,Republican,Paul Curtman,636
Stone,State Auditor,Republican,Saundra McDowell,"1,482"
Stone,State Auditor,Democratic,Nicole Galloway,873
Stone,State Auditor,Libertarian,Sean O'Toole,20
Stone,State Auditor,Green,Don Fitz,3
Stone,State Auditor,Constitution,Jacob Luetkemeyer,0
Stone,U.S. Representative - District 7,Republican,Billy Long,"3,764"
Stone,U.S. Representative - District 7,Republican,Lance Norris,470
Stone,U.S. Representative - District 7,Republican,Benjamin Holcomb,292
Stone,U.S. Representative - District 7,Republican,Jim Evans,798
Stone,U.S. Representative - District 7,Democratic,Vince Jennings,185
Stone,U.S. Representative - District 7,Democratic,John Farmer de la Torre,233
Stone,U.S. Representative - District 7,Democratic,Jamie Daniel Schoolcraft,317
Stone,U.S. Representative - District 7,Democratic,Kenneth Hatfield,275
Stone,U.S. Representative - District 7,Libertarian,Benjamin T. Brixey,20
Stone,State Representative - District 138,Republican,Brad Hudson,"4,241"
Stone,State Representative - District 138,Republican,Marshall Works,676
Stone,State Representative - District 138,Republican,Isaac Howard Paul Boyd,233
Stone,State Representative - District 158,Republican,Scott Fitzpatrick,33
Stone,Circuit Judge - Circuit 39,Republican,Jack Goodman,"4,401"
Sullivan,U.S. Senator,Republican,Tony Monetti,59
Sullivan,U.S. Senator,Republican,Austin Petersen,37
Sullivan,U.S. Senator,Republican,Josh Hawley,449
Sullivan,U.S. Senator,Republican,Fred Ryman,24
Sullivan,U.S. Senator,Republican,Christina Smith,46
Sullivan,U.S. Senator,Republican,Kristi Nichols,55
Sullivan,U.S. Senator,Republican,Bradley Krembs,6
Sullivan,U.S. Senator,Republican,Ken Patterson,17
Sullivan,U.S. Senator,Republican,Brian G. Hagg,9
Sullivan,U.S. Senator,Republican,Courtland Sykes,11
Sullivan,U.S. Senator,Republican,Peter Pfeifer,20
Sullivan,U.S. Senator,Democratic,Carla (Coffee) Wright,17
Sullivan,U.S. Senator,Democratic,Angelica Earl,4
Sullivan,U.S. Senator,Democratic,Leonard Joseph Steinman II,2
Sullivan,U.S. Senator,Democratic,John Hogan,13
Sullivan,U.S. Senator,Democratic,Travis Gonzalez,3
Sullivan,U.S. Senator,Democratic,David Faust,14
Sullivan,U.S. Senator,Democratic,Claire McCaskill,187
Sullivan,U.S. Senator,Libertarian,Japheth Campbell,1
Sullivan,U.S. Senator,Green,Jo Crain,0
Sullivan,U.S. Senator,Green,Jerome Bauer,0
Sullivan,State Auditor,Republican,Kevin M. Roach,171
Sullivan,State Auditor,Republican,David Wasinger,129
Sullivan,State Auditor,Republican,Paul Curtman,107
Sullivan,State Auditor,Republican,Saundra McDowell,221
Sullivan,State Auditor,Democratic,Nicole Galloway,196
Sullivan,State Auditor,Libertarian,Sean O'Toole,1
Sullivan,State Auditor,Green,Don Fitz,0
Sullivan,State Auditor,Constitution,Jacob Luetkemeyer,0
Sullivan,U.S. Representative - District 6,Republican,Sam Graves,725
Sullivan,U.S. Representative - District 6,Democratic,Winston Apple,85
Sullivan,U.S. Representative - District 6,Democratic,Henry Robert Martin,85
Sullivan,U.S. Representative - District 6,Democratic,Ed Andres,42
Sullivan,U.S. Representative - District 6,Libertarian,Dan Hogan,1
Sullivan,State Senator - District 12,Republican,Dan Hegeman,660
Sullivan,State Senator - District 12,Democratic,Terry Richard,192
Sullivan,State Representative - District 3,Republican,Danny Busick,740
Sullivan,State Representative - District 3,Democratic,Joni Perry,207
Sullivan,Circuit Judge - Circuit 9,Democratic,Terry A. Tschannen,200
Taney,U.S. Senator,Republican,Tony Monetti,775
Taney,U.S. Senator,Republican,Austin Petersen,475
Taney,U.S. Senator,Republican,Josh Hawley,"4,832"
Taney,U.S. Senator,Republican,Fred Ryman,88
Taney,U.S. Senator,Republican,Christina Smith,510
Taney,U.S. Senator,Republican,Kristi Nichols,917
Taney,U.S. Senator,Republican,Bradley Krembs,67
Taney,U.S. Senator,Republican,Ken Patterson,257
Taney,U.S. Senator,Republican,Brian G. Hagg,54
Taney,U.S. Senator,Republican,Courtland Sykes,199
Taney,U.S. Senator,Republican,Peter Pfeifer,236
Taney,U.S. Senator,Democratic,Carla (Coffee) Wright,64
Taney,U.S. Senator,Democratic,Angelica Earl,27
Taney,U.S. Senator,Democratic,Leonard Joseph Steinman II,12
Taney,U.S. Senator,Democratic,John Hogan,38
Taney,U.S. Senator,Democratic,Travis Gonzalez,26
Taney,U.S. Senator,Democratic,David Faust,26
Taney,U.S. Senator,Democratic,Claire McCaskill,"1,050"
Taney,U.S. Senator,Libertarian,Japheth Campbell,14
Taney,U.S. Senator,Green,Jo Crain,2
Taney,U.S. Senator,Green,Jerome Bauer,1
Taney,State Auditor,Republican,Kevin M. Roach,"1,652"
Taney,State Auditor,Republican,David Wasinger,"2,203"
Taney,State Auditor,Republican,Paul Curtman,"1,118"
Taney,State Auditor,Republican,Saundra McDowell,"2,684"
Taney,State Auditor,Democratic,Nicole Galloway,949
Taney,State Auditor,Libertarian,Sean O'Toole,15
Taney,State Auditor,Green,Don Fitz,3
Taney,State Auditor,Constitution,Jacob Luetkemeyer,2
Taney,U.S. Representative - District 7,Republican,Billy Long,"6,208"
Taney,U.S. Representative - District 7,Republican,Lance Norris,669
Taney,U.S. Representative - District 7,Republican,Benjamin Holcomb,622
Taney,U.S. Representative - District 7,Republican,Jim Evans,"1,073"
Taney,U.S. Representative - District 7,Democratic,Vince Jennings,201
Taney,U.S. Representative - District 7,Democratic,John Farmer de la Torre,224
Taney,U.S. Representative - District 7,Democratic,Jamie Daniel Schoolcraft,368
Taney,U.S. Representative - District 7,Democratic,Kenneth Hatfield,326
Taney,U.S. Representative - District 7,Libertarian,Benjamin T. Brixey,15
